name,team,age,nameascii,playerid,mlbamid,year,w_pitch,l_pitch,era_pitch,g_pitch,gs_pitch,cg_pitch,sho_pitch,sv_pitch,ip_pitch,tbf_pitch,h_pitch,r_pitch,er_pitch,hr_pitch,bb_pitch,hbp_pitch,wp_pitch,bk_pitch,so_pitch,k/9_pitch,bb/9_pitch,k/bb_pitch,hr/9_pitch,k%_pitch,bb%_pitch,k-bb%_pitch,avg_pitch,whip_pitch,babip_pitch,lob%_pitch,fip_pitch,e-f_pitch,g_bat,ab_bat,pa_bat,h_bat,1b_bat,2b_bat,3b_bat,hr_bat,r_bat,rbi_bat,bb_bat,so_bat,hbp_bat,sf_bat,sh_bat,gdp_bat,sb_bat,cs_bat,avg_bat,bb%_bat,k%_bat,bb/k_bat,obp_bat,slg_bat,ops_bat,iso_bat,spd_bat,babip_bat,wsb_bat,wrc_bat,wraa_bat,woba_bat,wrc+_bat,role,Acronym,Full Team Name,Round,Pick,Drafted By,Drafted From,Drafted?,Full Name_team,id_team,division_team,team_old,team_new,team_teamstats,league_team,W_team,L_team,T_team,G_team,WPCT_team,PE_team,Difference_team,BB (Batting)_team,AB_team,H_team,BA_team,DP_team,DPPG_team,2B_team,2BPG_team,IP_team,R (Pitching)_team,ER_team,ERA_team,PO_team,A_team,E_team,FPCT_team,HB_team,HBP_team,HA_team,HAPG_team,HR_team,HRPG_team,SF_team,SH_team,OBP_team,SB_team,SBPG_team,CS_team,R (Batting)_team,RPG_team,SHO_team,TB_team,SLG_team,SO_team,BB (Pitching)_team,K/BB_team,K/9_team,TP_team,3B_team,3BPG_team,WHIP_team,BBPG (Pitching)_team
joe delossantos,W&M,21.0,Joe Delossantos,sa3025184,688671.0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,160.0,189.0,50.0,29.0,12.0,0.0,9.0,35.0,38.0,16.0,47.0,8.0,2.0,3.0,1.0,13.0,4.0,0.3125,0.084656084,0.248677248,0.340425531,0.397849462,0.55625,0.954099462,0.24375,6.051571774971527,0.386792452,0.3366344906389713,39.33926716655467,11.325205074846489,0.4238921993522234,140.4268579036191,Batter,W&M,william and mary,,,,,False,College of William & Mary,1023.0,1.0,William & Mary,College of William & Mary,William & Mary,CAA,26.0,23.0,0.0,49.0,0.531,0.582,-0.051,216.0,1677.0,450.0,0.268,30.0,0.61,89.0,1.82,429.1,263.0,207.0,4.34,1288.0,444.0,53.0,0.97,50.0,81.0,398.0,8.34,47.0,0.96,22.0,22.0,0.374,61.0,1.24,17.0,315.0,6.4,2.0,694.0,0.414,359.0,214.0,1.68,7.5,,7.0,0.14,1.43,4.49
joe delossantos,W&M,22.0,Joe Delossantos,sa3025184,688671.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,225.0,264.0,61.0,38.0,11.0,4.0,8.0,52.0,44.0,22.0,56.0,15.0,1.0,1.0,7.0,23.0,4.0,0.271111111,0.083333333,0.212121212,0.392857142,0.372623574,0.462222222,0.834845796,0.191111111,9.438340310239136,0.327160493,1.9276002408005295,44.49066220948631,-0.0484967308289366,0.3814894774567491,99.89111439914272,Batter,W&M,william and mary,,,,,False,College of William & Mary,1023.0,1.0,William & Mary,College of William & Mary,William & Mary,CAA,32.0,25.0,0.0,57.0,0.561,0.645,-0.084,299.0,1936.0,521.0,0.269,32.0,0.56,85.0,1.49,500.1,282.0,232.0,4.17,1501.0,525.0,74.0,0.965,61.0,114.0,488.0,8.78,38.0,0.67,24.0,29.0,0.394,82.0,1.44,17.0,391.0,6.9,1.0,748.0,0.386,470.0,197.0,2.39,8.5,,14.0,0.25,1.37,3.54
joe delossantos,W&M,23.0,Joe Delossantos,sa3025184,688671.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,221.0,274.0,73.0,45.0,14.0,0.0,14.0,55.0,67.0,38.0,56.0,7.0,8.0,0.0,2.0,17.0,6.0,0.330316742,0.138686131,0.204379562,0.678571428,0.430656934,0.583710407,1.014367341,0.253393665,5.402962763472039,0.371069182,-0.6736461129039526,61.741400696884334,15.026884385000413,0.4448557030545534,132.16748362473712,Batter,W&M,william and mary,10.0,301.0,New York Yankees,william and mary,True,College of William & Mary,1023.0,1.0,William & Mary,College of William & Mary,William & Mary,CAA,32.0,26.0,0.0,58.0,0.552,0.59,-0.038,356.0,1927.0,521.0,0.27,35.0,0.6,90.0,1.55,506.0,348.0,267.0,4.75,1518.0,459.0,96.0,0.954,93.0,121.0,492.0,8.75,59.0,1.02,35.0,17.0,0.409,75.0,1.29,19.0,425.0,7.3,3.0,808.0,0.419,570.0,245.0,2.33,10.1,,10.0,0.17,1.46,4.36
joe dooley,HART,18.0,Joe Dooley,sa3030471,,2023,0.0,1.0,8.30769213356412,14.0,5.0,0.0,0.0,1.0,30.1,143.0,37.0,35.0,28.0,7.0,13.0,3.0,2.0,0.0,18.0,5.34065922871979,3.8571427762976263,1.38461538,2.07692303339103,0.12587413,0.09090909,0.03496504,0.29133858,1.6483516138024044,0.29411765,0.41666667,9.062644863220797,-0.7549527296566758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,HART,university of hartford,,,,,False,University of Hartford,352.0,1.0,Hartford,University of Hartford,Hartford,DI Independent,4.0,33.0,0.0,37.0,0.108,0.149,-0.041,113.0,1153.0,252.0,0.219,19.0,0.51,44.0,1.19,297.1,332.0,281.0,8.51,892.0,337.0,54.0,0.958,46.0,51.0,397.0,12.02,18.0,0.49,18.0,15.0,0.312,33.0,0.89,20.0,128.0,3.5,,358.0,0.31,199.0,169.0,1.18,6.0,,4.0,0.11,1.9,5.12
joe durso,LIU,,Joe Durso,sa3059099,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,189.0,225.0,53.0,37.0,11.0,0.0,5.0,33.0,42.0,28.0,49.0,4.0,3.0,1.0,1.0,7.0,0.0,0.28042328,0.124444444,0.217777777,0.571428571,0.379464285,0.417989417,0.797453702,0.137566137,5.070428869358258,0.347826086,1.128665342926979,35.14118989500324,-2.348176263839806,0.3806793322520597,93.73642047216656,Batter,LIU,long island university,,,,,False,Long Island University,422.0,1.0,LIU,Long Island University,LIU,NEC,35.0,23.0,0.0,58.0,0.603,0.55,0.053,270.0,1892.0,514.0,0.272,24.0,0.41,90.0,1.55,485.1,352.0,295.0,5.47,1456.0,442.0,65.0,0.967,68.0,94.0,563.0,10.44,46.0,0.79,27.0,20.0,0.385,129.0,2.22,31.0,393.0,6.8,4.0,770.0,0.407,413.0,238.0,1.74,7.7,,14.0,0.24,1.65,4.41
joe emerson,SHU,,Joe Emerson,sa3030927,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,141.0,161.0,34.0,23.0,10.0,0.0,1.0,25.0,25.0,14.0,41.0,5.0,0.0,1.0,2.0,10.0,3.0,0.241134751,0.086956521,0.254658385,0.341463414,0.33125,0.333333333,0.664583333,0.092198582,6.2480797131461046,0.333333333,0.2114052306860685,18.991588888028573,-4.0268443252053725,0.3319206144660711,82.50600165570684,Batter,SHU,sacred heart university,,,,,False,Sacred Heart University,753.0,1.0,Sacred Heart,Sacred Heart University,Sacred Heart,NEC,23.0,25.0,0.0,48.0,0.479,0.418,0.061,211.0,1606.0,385.0,0.24,24.0,0.5,82.0,1.71,418.1,309.0,259.0,5.57,1255.0,404.0,77.0,0.956,60.0,59.0,488.0,10.5,24.0,0.5,17.0,14.0,0.346,71.0,1.48,21.0,258.0,5.4,1.0,545.0,0.339,360.0,203.0,1.77,7.7,,3.0,0.06,1.65,
joe emerson,SHU,,Joe Emerson,sa3030927,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,188.0,213.0,50.0,36.0,11.0,0.0,3.0,23.0,33.0,17.0,37.0,4.0,4.0,0.0,3.0,7.0,3.0,0.265957446,0.079812206,0.17370892,0.459459459,0.333333333,0.372340425,0.705673758,0.106382979,4.1093302882972615,0.309210526,-0.5055622323416173,24.805118365336423,-7.287891449283593,0.336817335075056,77.29134321965782,Batter,SHU,sacred heart university,,,,,False,Sacred Heart University,753.0,1.0,Sacred Heart,Sacred Heart University,Sacred Heart,NEC,12.0,41.0,0.0,53.0,0.226,0.284,-0.058,180.0,1839.0,503.0,0.274,34.0,0.64,97.0,1.83,448.1,451.0,379.0,7.61,1345.0,439.0,90.0,0.952,83.0,35.0,589.0,11.82,30.0,0.57,20.0,9.0,0.346,52.0,0.98,21.0,272.0,5.1,,704.0,0.383,352.0,255.0,1.38,7.1,,7.0,0.13,1.88,5.12
joe fitzhugh,PAC,,Joe Fitzhugh,sa3031411,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,129.0,138.0,26.0,20.0,5.0,0.0,1.0,8.0,13.0,5.0,26.0,1.0,2.0,1.0,5.0,0.0,0.0,0.201550387,0.036231884,0.188405797,0.192307692,0.233576642,0.263565891,0.497142533,0.062015504,0.97619047125,0.240384615,0.007031139859464,5.438499314427248,-12.989418791890271,0.2348291839126252,29.51228284741945,Batter,PAC,university of the pacific,,,,,False,University of the Pacific,667.0,1.0,Pacific,University of the Pacific,Pacific,WCC,17.0,34.0,0.0,51.0,0.333,0.335,-0.002,161.0,1735.0,440.0,0.254,47.0,0.92,73.0,1.43,444.1,361.0,309.0,6.26,1332.0,459.0,55.0,0.97,75.0,71.0,532.0,10.78,32.0,0.63,18.0,19.0,0.339,30.0,0.59,16.0,248.0,4.9,,633.0,0.365,366.0,221.0,1.66,7.4,,12.0,0.24,1.69,
joe fortin,URI,,Joe Fortin,sa3031563,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,132.0,169.0,33.0,27.0,5.0,0.0,1.0,15.0,22.0,23.0,23.0,12.0,1.0,1.0,3.0,2.0,0.0,0.25,0.136094674,0.136094674,1.0,0.404761904,0.31060606,0.715367964,0.06060606,3.2618146104422547,0.293577981,0.2800886316690594,26.190206913681276,0.1431792810871686,0.3733101721320833,100.5496952785046,Batter,URI,university of rhode island,,,,,False,University of Rhode Island,718.0,1.0,Rhode Island,University of Rhode Island,Rhode Island,Atlantic 10,28.0,26.0,1.0,55.0,0.509,0.522,-0.013,267.0,1779.0,459.0,0.258,27.0,0.49,83.0,1.51,454.2,306.0,245.0,4.85,1364.0,484.0,77.0,0.96,53.0,77.0,485.0,9.6,33.0,0.6,15.0,11.0,0.376,69.0,1.25,21.0,321.0,5.8,2.0,669.0,0.376,400.0,173.0,2.31,7.9,,14.0,0.25,1.45,
joe fortin,URI,,Joe Fortin,sa3031563,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,149.0,182.0,31.0,23.0,4.0,0.0,4.0,21.0,27.0,17.0,31.0,11.0,3.0,2.0,4.0,4.0,2.0,0.208053691,0.093406593,0.17032967,0.548387096,0.327777777,0.315436241,0.643214018,0.10738255,4.1951394546487055,0.23076923,-0.4059550077417952,18.23777745120648,-10.390344401668276,0.3177556292878257,63.705811875937265,Batter,URI,university of rhode island,,,,,False,University of Rhode Island,718.0,1.0,Rhode Island,University of Rhode Island,Rhode Island,Atlantic 10,20.0,35.0,0.0,55.0,0.364,0.356,0.008,250.0,1871.0,472.0,0.252,38.0,0.69,87.0,1.58,473.2,455.0,382.0,7.26,1421.0,492.0,73.0,0.963,68.0,102.0,552.0,10.49,65.0,1.18,20.0,13.0,0.367,34.0,0.62,17.0,329.0,6.0,1.0,778.0,0.416,416.0,297.0,1.4,7.9,,12.0,0.22,1.79,5.64
joe georgini,NJIT,,Joe Georgini,sa3032125,,2023,3.0,7.0,5.852216968713656,14.0,14.0,0.0,0.0,0.0,67.2,303.0,83.0,50.0,44.0,11.0,17.0,2.0,1.0,0.0,30.0,3.990147933213856,2.261083828821185,1.76470588,1.463054242178414,0.0990099,0.05610561,0.04290429,0.29225352,1.4778325678569837,0.2962963,0.60046189,6.405914657347189,-0.553697688633533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,NJIT,new jersey institute of technology,,,,,False,New Jersey Institute of Technology,578.0,1.0,NJIT,New Jersey Institute of Technology,NJIT,America East,22.0,31.0,0.0,53.0,0.415,0.389,0.026,207.0,1732.0,415.0,0.24,31.0,0.58,70.0,1.32,443.2,330.0,281.0,5.7,1331.0,398.0,63.0,0.965,57.0,54.0,499.0,10.12,49.0,0.92,21.0,31.0,0.336,66.0,1.25,18.0,258.0,4.9,1.0,650.0,0.375,361.0,201.0,1.8,7.3,,9.0,0.17,1.58,4.08
joe georgini,NJIT,,Joe Georgini,sa3032125,,2024,6.0,2.0,4.288235197892241,21.0,2.0,0.0,0.0,3.0,56.2,267.0,72.0,36.0,27.0,10.0,20.0,4.0,4.0,0.0,31.0,4.923529301283684,3.1764705169572154,1.55,1.5882352584786077,0.11610487,0.07490637,0.0411985,0.2962963,1.623529375333688,0.30693069,0.73170732,6.890711947708395,-2.6024767498161543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,NJIT,new jersey institute of technology,,,,,False,New Jersey Institute of Technology,578.0,1.0,NJIT,New Jersey Institute of Technology,NJIT,America East,26.0,28.0,0.0,54.0,0.481,0.423,0.058,252.0,1905.0,520.0,0.273,32.0,0.59,104.0,1.93,470.2,444.0,372.0,7.11,1412.0,501.0,78.0,0.961,83.0,69.0,587.0,11.22,69.0,1.28,23.0,23.0,0.374,54.0,1.0,14.0,375.0,6.9,,847.0,0.445,376.0,300.0,1.25,7.2,,8.0,0.15,1.88,5.74
joe glassey,ILL,21.0,Joe Glassey,sa3032295,,2023,3.0,1.0,4.251968631653331,19.0,0.0,0.0,0.0,3.0,42.1,186.0,35.0,22.0,20.0,6.0,21.0,6.0,1.0,0.0,37.0,7.866141968558663,4.464567063235998,1.76190476,1.2755905894959996,0.19892473,0.11290323,0.08602151,0.22012579,1.3228346854032589,0.25,0.74626866,5.9160144492884985,-1.6640458176351671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,ILL,university of illinois,,,,,False,University of Illinois,383.0,1.0,Illinois,University of Illinois,Illinois,Big Ten,25.0,27.0,0.0,52.0,0.481,0.524,-0.043,248.0,1806.0,490.0,0.271,34.0,0.65,89.0,1.71,462.0,334.0,301.0,5.86,1386.0,472.0,40.0,0.979,81.0,69.0,506.0,9.86,89.0,1.71,16.0,14.0,0.377,30.0,0.58,11.0,352.0,6.8,1.0,856.0,0.474,431.0,199.0,2.17,8.4,,5.0,0.1,1.53,3.88
joe gorla,LEH,,Joe Gorla,sa3032497,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,149.0,182.0,48.0,31.0,10.0,3.0,4.0,24.0,34.0,16.0,30.0,12.0,4.0,1.0,1.0,3.0,1.0,0.322147651,0.087912087,0.164835164,0.533333333,0.419889502,0.510067114,0.929956616,0.187919463,6.192931620167419,0.369747899,-0.3609362849965691,37.56506261808645,10.753603255579588,0.4378297786686302,140.10823547567657,Batter,LEH,lehigh university,,,,,False,Lehigh University,446.0,1.0,Lehigh,Lehigh University,Lehigh,Patriot,24.0,19.0,0.0,43.0,0.558,0.485,0.073,166.0,1377.0,348.0,0.253,37.0,0.86,66.0,1.53,363.0,224.0,175.0,4.34,1089.0,427.0,63.0,0.96,51.0,69.0,362.0,8.98,28.0,0.65,14.0,16.0,0.359,43.0,1.0,13.0,217.0,5.0,4.0,522.0,0.379,360.0,175.0,2.06,8.9,,12.0,0.28,1.48,
joe gorla,LEH,,Joe Gorla,sa3032497,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,129.0,148.0,39.0,25.0,7.0,0.0,7.0,26.0,18.0,11.0,37.0,8.0,0.0,0.0,2.0,1.0,0.0,0.302325581,0.074324324,0.25,0.297297297,0.391891891,0.519379844,0.911271735,0.217054263,3.922575041402919,0.376470588,0.1367935677990317,28.58994000256983,5.263446202883396,0.4111365889375274,122.56424067878622,Batter,LEH,lehigh university,,,,,False,Lehigh University,446.0,1.0,Lehigh,Lehigh University,Lehigh,Patriot,24.0,26.0,0.0,50.0,0.48,0.549,-0.069,181.0,1694.0,503.0,0.297,35.0,0.7,93.0,1.86,412.1,298.0,234.0,5.11,1237.0,441.0,58.0,0.967,58.0,56.0,412.0,8.99,56.0,1.12,11.0,20.0,0.381,54.0,1.08,8.0,332.0,6.6,2.0,778.0,0.459,357.0,215.0,1.66,7.8,,7.0,0.14,1.52,4.69
joe hollerbach,COR,,Joe Hollerbach,sa3033981,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,150.0,168.0,43.0,29.0,9.0,2.0,3.0,20.0,19.0,17.0,49.0,0.0,1.0,0.0,6.0,7.0,0.0,0.286666666,0.101190476,0.291666666,0.346938775,0.357142857,0.433333333,0.79047619,0.146666667,7.257230618739355,0.404040404,1.2868160144425929,26.129561694650793,-0.5800816693018424,0.3619377900447164,97.82819387965051,Batter,COR,cornell university,,,,,False,Cornell University,207.0,1.0,Cornell,Cornell University,Cornell,Ivy League,11.0,25.0,0.0,36.0,0.306,0.279,0.027,159.0,1246.0,309.0,0.248,21.0,0.58,67.0,1.86,310.1,358.0,297.0,8.61,931.0,325.0,60.0,0.954,73.0,30.0,377.0,10.93,33.0,0.92,14.0,7.0,0.344,49.0,1.36,11.0,213.0,5.9,1.0,505.0,0.405,234.0,231.0,1.01,6.8,,15.0,0.42,1.96,6.7
joe hollerbach,COR,,Joe Hollerbach,sa3033981,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,100.0,111.0,26.0,19.0,2.0,1.0,4.0,13.0,14.0,7.0,22.0,4.0,0.0,0.0,2.0,0.0,1.0,0.26,0.063063063,0.198198198,0.318181818,0.333333333,0.42,0.753333333,0.16,3.765069932898169,0.297297297,-0.6146916822035564,14.42148320942148,-2.115911165187514,0.3452600664920635,87.20529294242256,Batter,COR,cornell university,,,,,False,Cornell University,207.0,1.0,Cornell,Cornell University,Cornell,Ivy League,9.0,26.0,0.0,35.0,0.257,0.319,-0.062,138.0,1174.0,291.0,0.248,27.0,0.77,58.0,1.66,295.2,262.0,213.0,6.48,887.0,326.0,48.0,0.962,56.0,29.0,330.0,10.05,30.0,0.86,14.0,10.0,0.338,53.0,1.51,16.0,173.0,4.9,,451.0,0.384,223.0,205.0,1.09,6.8,,6.0,0.17,1.81,6.24
joe hollerbach,GTWN,,Joe Hollerbach,sa3033981,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,202.0,237.0,66.0,50.0,7.0,0.0,9.0,42.0,45.0,17.0,34.0,15.0,2.0,1.0,3.0,0.0,0.0,0.326732673,0.071729957,0.143459915,0.5,0.415254237,0.495049504,0.910303741,0.168316831,2.30501929625,0.354037267,-0.2483906974084675,46.550639409047754,8.44694890401998,0.4164841553922427,122.16832225977012,Batter,GTWN,georgetown university,,,,,False,Georgetown University,324.0,1.0,Georgetown,Georgetown University,Georgetown,Big East,36.0,21.0,0.0,57.0,0.632,0.638,-0.006,304.0,1981.0,570.0,0.288,53.0,0.93,113.0,1.98,501.1,319.0,261.0,4.69,1504.0,539.0,83.0,0.961,90.0,90.0,473.0,8.49,76.0,1.33,18.0,34.0,0.403,62.0,1.09,12.0,435.0,7.6,5.0,951.0,0.48,434.0,252.0,1.72,7.8,,20.0,0.35,1.45,4.52
joe husak,ILST,21.0,Joe Husak,sa3034353,,2024,5.0,3.0,3.96,24.0,1.0,0.0,0.0,7.0,50.0,221.0,56.0,28.0,22.0,4.0,15.0,2.0,4.0,0.0,35.0,6.3,2.7,2.33333333,0.72,0.15837104,0.0678733,0.09049774,0.2745098,1.42,0.31515152,0.66765579,4.77310453414917,-0.8131045341491703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,ILST,illinois state university,,,,,False,Illinois State University,385.0,1.0,Illinois St.,Illinois State University,Illinois St.,MVC,30.0,27.0,0.0,57.0,0.526,0.533,-0.007,217.0,1955.0,570.0,0.292,41.0,0.72,113.0,1.98,483.0,388.0,348.0,6.48,1449.0,473.0,46.0,0.977,52.0,81.0,563.0,10.49,76.0,1.33,25.0,25.0,0.381,54.0,0.95,12.0,417.0,7.3,3.0,937.0,0.479,402.0,261.0,1.54,7.5,,13.0,0.23,1.71,4.86
joe jaconski,PSU,21.0,Joe Jaconski,sa3034539,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,203.0,259.0,57.0,39.0,11.0,0.0,7.0,47.0,37.0,43.0,53.0,6.0,5.0,2.0,4.0,6.0,3.0,0.280788177,0.166023166,0.204633204,0.811320754,0.412451361,0.438423645,0.850875006,0.157635468,4.280472045088241,0.337837837,-0.7116093914955854,46.72618272587287,2.222448539581174,0.3985212756038176,104.99384732588516,Batter,PSU,penn state university,,,,,False,Penn State University,674.0,1.0,Penn St.,Penn State University,Penn St.,Big Ten,29.0,24.0,0.0,53.0,0.547,0.526,0.021,246.0,1822.0,557.0,0.306,46.0,0.87,110.0,2.08,458.1,381.0,338.0,6.64,1375.0,493.0,60.0,0.969,72.0,61.0,516.0,10.13,71.0,1.34,32.0,6.0,0.4,60.0,1.13,27.0,403.0,7.6,,894.0,0.491,357.0,265.0,1.35,7.0,,7.0,0.13,1.7,5.2
joe jaconski,PSU,22.0,Joe Jaconski,sa3034539,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,211.0,257.0,46.0,25.0,14.0,1.0,6.0,45.0,31.0,31.0,56.0,6.0,7.0,2.0,1.0,11.0,0.0,0.218009478,0.120622568,0.217898832,0.553571428,0.325490196,0.379146919,0.704637115,0.161137441,7.470888918742998,0.256410256,1.8980087684467437,29.39818871076447,-15.48022039179462,0.325571000809763,65.50630759566765,Batter,PSU,penn state university,,,,,False,Penn State University,674.0,1.0,Penn St.,Penn State University,Penn St.,Big Ten,33.0,23.0,0.0,56.0,0.589,0.584,0.005,276.0,1914.0,520.0,0.272,38.0,0.68,111.0,1.98,483.2,359.0,322.0,5.99,1451.0,500.0,51.0,0.975,92.0,86.0,528.0,9.82,81.0,1.45,34.0,10.0,0.382,108.0,1.93,18.0,432.0,7.7,2.0,900.0,0.47,445.0,270.0,1.65,8.3,,13.0,0.23,1.65,5.02
joe joe rodriguez,SJU,22.0,Joe Joe Rodriguez,sa3040985,,2022,2.0,6.0,5.937172656290491,15.0,10.0,0.0,0.0,1.0,63.2,312.0,66.0,55.0,42.0,3.0,44.0,10.0,8.0,0.0,53.0,7.492146447223714,6.219895163732895,1.20454545,0.4240837611636064,0.16987179,0.14102564,0.02884615,0.25581395,1.727748656592471,0.31188119,0.56131261,5.674617079447271,0.2625555768432202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,SJU,st. john's university,,,,,False,St. John's University,837.0,1.0,St. John's,St. John's University,St. John's,Big East,22.0,32.0,1.0,55.0,0.4,0.391,0.009,262.0,1807.0,469.0,0.26,34.0,0.62,82.0,1.49,466.0,389.0,331.0,6.39,1398.0,486.0,77.0,0.961,81.0,53.0,497.0,9.6,38.0,0.69,18.0,14.0,0.366,35.0,0.64,8.0,305.0,5.5,2.0,683.0,0.378,404.0,282.0,1.43,7.8,,9.0,0.16,1.67,5.45
joe johnson,HPU,23.0,Joe Johnson,sa3034768,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,186.0,221.0,55.0,33.0,15.0,1.0,6.0,42.0,19.0,24.0,22.0,7.0,4.0,0.0,1.0,4.0,2.0,0.295698924,0.108597285,0.099547511,1.09090909,0.389140271,0.483870967,0.873011238,0.188172043,5.591435927175586,0.302469135,-0.245278313755989,40.52085435440514,7.027136400842396,0.4024290766111866,120.98046090489314,Batter,HPU,high point university,,,,,False,High Point University,363.0,1.0,High Point,High Point University,High Point,Big South,14.0,31.0,0.0,45.0,0.311,0.404,-0.093,169.0,1552.0,424.0,0.273,33.0,0.73,78.0,1.73,390.2,325.0,259.0,5.97,1172.0,423.0,75.0,0.955,48.0,40.0,428.0,9.86,32.0,0.71,24.0,19.0,0.355,24.0,0.53,22.0,263.0,5.8,,608.0,0.392,334.0,200.0,1.67,7.7,,5.0,0.11,1.61,
joe kelly,UMES,,Joe Kelly,sa3035220,,2024,0.0,5.0,12.089551894641936,18.0,5.0,0.0,0.0,0.0,44.2,244.0,72.0,64.0,60.0,3.0,35.0,13.0,8.0,0.0,22.0,4.432835694702043,7.052238605207796,0.62857143,0.6044775947320968,0.09016393,0.14344262,-0.05327869,0.36734694,2.3955223198642357,0.40350877,0.4835924,7.766353147081398,4.323198747560538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pitcher,UMES,university of maryland eastern shore,,,,,False,University of Maryland Eastern Shore,921.0,1.0,UMES,University of Maryland Eastern Shore,UMES,NEC,0.0,48.0,0.0,48.0,0.0,0.131,-0.131,177.0,1541.0,343.0,0.223,34.0,0.71,56.0,1.17,388.2,567.0,489.0,11.32,1166.0,399.0,91.0,0.945,110.0,56.0,562.0,13.01,26.0,0.54,4.0,37.0,0.324,69.0,1.44,19.0,202.0,4.2,,479.0,0.311,263.0,375.0,0.7,6.1,,1.0,0.02,2.41,8.68
joe kinker,FGCU,,Joe Kinker,sa3035426,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,181.0,212.0,49.0,27.0,9.0,0.0,13.0,37.0,44.0,28.0,53.0,2.0,1.0,0.0,1.0,0.0,0.0,0.270718232,0.132075471,0.25,0.528301886,0.372641509,0.535911602,0.908553111,0.26519337,1.86160714,0.310344827,-0.0642067885491997,39.70557120506936,10.171528489043055,0.4083519375549172,134.44001414518033,Batter,FGCU,florida gulf coast university,,,,,False,Florida Gulf Coast University,282.0,1.0,FGCU,Florida Gulf Coast University,FGCU,ASUN,28.0,20.0,0.0,48.0,0.583,0.527,0.056,220.0,1638.0,447.0,0.273,41.0,0.85,85.0,1.77,418.1,294.0,242.0,5.21,1255.0,430.0,67.0,0.962,28.0,72.0,485.0,10.43,46.0,0.96,15.0,21.0,0.38,33.0,0.69,6.0,312.0,6.5,2.0,684.0,0.418,342.0,225.0,1.52,7.4,,7.0,0.15,1.7,
joe kinker,FGCU,,Joe Kinker,sa3035426,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,227.0,282.0,62.0,28.0,14.0,0.0,20.0,62.0,51.0,50.0,75.0,3.0,2.0,0.0,9.0,0.0,0.0,0.273127753,0.177304964,0.265957446,0.666666666,0.407801418,0.599118942,1.00692036,0.325991189,2.37111800875,0.313432835,-0.2399279193487018,61.687798024915075,19.03545636107764,0.441981999163932,144.62933479972745,Batter,FGCU,florida gulf coast university,,,,,False,Florida Gulf Coast University,282.0,1.0,FGCU,Florida Gulf Coast University,FGCU,ASUN,35.0,23.0,0.0,58.0,0.603,0.652,-0.049,286.0,2068.0,611.0,0.295,38.0,0.66,120.0,2.07,511.2,342.0,279.0,4.91,1535.0,558.0,99.0,0.955,27.0,112.0,551.0,9.69,94.0,1.62,20.0,7.0,0.406,28.0,0.48,7.0,482.0,8.3,4.0,1025.0,0.496,478.0,221.0,2.16,8.4,,6.0,0.1,1.51,3.89
