Rank,Team,Conference,Conference_Record,Conference_Record_Wins,Conference_Record_Losses,Overall_Record,Overall_Record_Wins,Overall_Record_Losses,SOS,NC_Rec,NC_Rec_Wins,NC_Rec_Losses,NC_RPI,NC_SOS,H,H_Wins,H_Losses,R,R_Wins,R_Losses,N,N_Wins,N_Losses,Q1,Q1_Wins,Q1_Losses,Q2,Q2_Wins,Q2_Losses,Q3,Q3_Wins,Q3_Losses,Q4,Q4_Wins,Q4_Losses
272,Iona,MAAC,13-17,13,17,19-33,19,33,276,6-16,6,16,287,286,9-10,9,10,10-20,10,20,0-3,0,3,0-0,0,0,0-1,0,1,5-20,5,20,14-12,14,12
273,Morehead State,Ohio Valley,4-23,4,23,14-39,14,39,200,10-16,10,16,188,171,4-15,4,15,8-21,8,21,2-3,2,3,0-2,0,2,1-4,1,4,6-17,6,17,7-16,7,16
274,Grambling State,SWAC,18-11,18,11,25-28,25,28,295,4-15,4,15,230,45,7-9,7,9,11-14,11,14,7-5,7,5,0-2,0,2,0-5,0,5,1-4,1,4,24-17,24,17
275,Butler,Big East,4-17,4,17,15-39,15,39,235,11-22,11,22,275,287,5-10,5,10,8-29,8,29,2-0,2,0,0-8,0,8,1-5,1,5,3-16,3,16,11-10,11,10
276,Texas Southern,SWAC,15-15,15,15,20-32,20,32,290,5-15,5,15,173,84,6-9,6,9,13-19,13,19,1-4,1,4,0-8,0,8,0-0,0,0,3-9,3,9,17-15,17,15
277,Jackson State,SWAC,16-12,16,12,25-21,25,21,303,8-7,8,7,74,64,12-4,12,4,5-13,5,13,8-4,8,4,0-2,0,2,0-2,0,2,1-5,1,5,24-12,24,12
278,Southern,SWAC,15-13,15,13,23-27,23,27,294,7-12,7,12,240,207,11-6,11,6,8-16,8,16,4-5,4,5,0-2,0,2,1-4,1,4,1-4,1,4,21-17,21,17
279,Seattle University,Western Athletic,8-16,8,16,16-32,16,32,254,8-16,8,16,293,293,10-11,10,11,6-18,6,18,0-3,0,3,0-1,0,1,0-6,0,6,5-13,5,13,11-12,11,12
280,Pepperdine,West Coast,7-17,7,17,12-42,12,42,155,5-25,5,25,277,93,6-21,6,21,6-20,6,20,0-1,0,1,0-6,0,6,0-4,0,4,5-18,5,18,7-14,7,14
281,Gardner-Webb,Big South,6-18,6,18,17-36,17,36,237,11-18,11,18,260,231,12-13,12,13,5-21,5,21,0-2,0,2,0-5,0,5,0-9,0,9,2-9,2,9,15-13,15,13
282,Longwood,Big South,8-16,8,16,14-38,14,38,204,6-22,6,22,290,195,7-18,7,18,6-17,6,17,1-3,1,3,0-3,0,3,1-3,1,3,2-16,2,16,11-16,11,16
283,Central Arkansas,ASUN,12-18,12,18,20-35,20,35,265,7-15,7,15,285,241,10-18,10,18,7-13,7,13,3-4,3,4,0-1,0,1,2-5,2,5,1-9,1,9,17-20,17,20
284,Brown,Ivy League,7-14,7,14,11-28,11,28,242,4-14,4,14,261,159,6-9,6,9,5-19,5,19,0-0,0,0,0-0,0,0,0-4,0,4,2-13,2,13,9-11,9,11
285,Pacific,West Coast,8-16,8,16,20-36,20,36,278,12-20,12,20,284,289,12-15,12,15,8-21,8,21,0-0,0,0,0-0,0,0,0-2,0,2,6-20,6,20,14-14,14,14
286,UMBC,America East,8-16,8,16,18-28,18,28,283,10-11,10,11,279,301,11-13,11,13,7-12,7,12,0-3,0,3,0-0,0,0,0-3,0,3,2-9,2,9,16-16,16,16
287,South Dakota State,The Summit League,12-18,12,18,13-36,13,36,228,1-16,1,16,296,199,8-9,8,9,5-24,5,24,0-3,0,3,0-3,0,3,0-4,0,4,4-13,4,13,9-16,9,16
288,Oakland,Horizon League,10-20,10,20,18-41,18,41,271,6-19,6,19,238,148,8-10,8,10,8-29,8,29,2-2,2,2,1-5,1,5,0-8,0,8,6-14,6,14,11-14,11,14
289,Canisius,MAAC,10-19,10,19,14-31,14,31,274,4-12,4,12,286,245,7-11,7,11,7-20,7,20,0-0,0,0,0-7,0,7,0-0,0,0,4-11,4,11,10-13,10,13
290,Ohio,Mid-American,9-21,9,21,14-37,14,37,249,5-16,5,16,295,274,7-18,7,18,7-19,7,19,0-0,0,0,0-1,0,1,0-7,0,7,4-8,4,8,10-21,10,21
291,Stonehill,Northeast,18-12,18,12,20-32,20,32,293,2-18,2,18,297,220,11-7,11,7,9-23,9,23,0-2,0,2,0-0,0,0,0-4,0,4,2-10,2,10,18-18,18,18
292,Purdue Fort Wayne,Horizon League,9-20,9,20,11-42,11,42,216,2-20,2,20,229,15,5-12,5,12,6-28,6,28,0-2,0,2,0-4,0,4,0-11,0,11,3-13,3,13,8-14,8,14
293,Le Moyne,Northeast,17-13,17,13,20-28,20,28,299,3-15,3,15,294,251,10-8,10,8,10-20,10,20,0-0,0,0,0-0,0,0,0-8,0,8,0-0,0,0,20-20,20,20
294,Eastern Kentucky,ASUN,8-22,8,22,11-44,11,44,183,3-22,3,22,266,29,9-16,9,16,2-26,2,26,0-2,0,2,0-6,0,6,0-6,0,6,3-15,3,15,8-17,8,17
295,Youngstown State,Horizon League,11-19,11,19,15-42,15,42,280,3-21,3,21,291,155,7-11,7,11,7-29,7,29,1-2,1,2,0-5,0,5,0-7,0,7,3-12,3,12,12-18,12,18
296,Valparaiso,Missouri Valley,5-22,5,22,10-40,10,40,248,5-18,5,18,288,248,5-12,5,12,5-28,5,28,0-0,0,0,0-2,0,2,1-7,1,7,3-17,3,17,6-14,6,14
297,Saint Peter's,MAAC,5-24,5,24,11-37,11,37,288,6-13,6,13,263,278,5-11,5,11,6-26,6,26,0-0,0,0,0-0,0,0,1-2,1,2,3-15,3,15,7-20,7,20
298,Fairleigh Dickinson,Northeast,16-14,16,14,16-37,16,37,300,0-23,0,23,305,298,10-11,10,11,6-26,6,26,0-0,0,0,0-0,0,0,0-5,0,5,0-13,0,13,16-19,16,19
299,Mercyhurst,Northeast,15-15,15,15,17-35,17,35,305,2-20,2,20,303,304,11-6,11,6,6-26,6,26,0-3,0,3,0-1,0,1,0-2,0,2,0-11,0,11,17-21,17,21
300,Prairie View A&M,SWAC,13-14,13,14,14-35,14,35,297,1-21,1,21,300,209,7-11,7,11,6-19,6,19,1-5,1,5,0-2,0,2,0-2,0,2,0-13,0,13,14-18,14,18
301,Coppin State,Northeast,13-17,13,17,15-34,15,34,306,2-17,2,17,306,306,6-20,6,20,6-14,6,14,3-0,3,0,0-0,0,0,0-0,0,0,1-7,1,7,14-27,14,27
302,Maryland Eastern Shore,Northeast,6-24,6,24,7-41,7,41,296,1-17,1,17,301,229,3-11,3,11,3-25,3,25,1-5,1,5,0-0,0,0,0-0,0,0,0-15,0,15,7-26,7,26
303,Mississippi Valley State,SWAC,7-23,7,23,8-29,8,29,301,1-6,1,6,299,232,7-16,7,16,1-13,1,13,0-0,0,0,0-1,0,1,0-0,0,0,0-4,0,4,8-24,8,24
304,Alcorn State,SWAC,1-29,1,29,3-42,3,42,292,2-13,2,13,213,22,0-13,0,13,3-26,3,26,0-3,0,3,0-4,0,4,0-2,0,2,0-7,0,7,3-29,3,29
305,Delaware State,Northeast,6-24,6,24,6-33,6,33,307,0-9,0,9,307,305,4-15,4,15,2-18,2,18,0-0,0,0,0-0,0,0,0-0,0,0,0-2,0,2,6-31,6,31
306,Alabama A&M,SWAC,2-27,2,27,5-40,5,40,302,3-13,3,13,302,302,3-18,3,18,0-18,0,18,2-4,2,4,0-0,0,0,0-0,0,0,0-12,0,12,5-28,5,28
307,Norfolk State,Northeast,4-26,4,26,4-38,4,38,304,0-12,0,12,304,292,2-18,2,18,2-18,2,18,0-2,0,2,0-2,0,2,0-0,0,0,1-5,1,5,3-31,3,31
